1 282
1 1701
1 6785
1 2362
1 188
1 6127
1 4809
1 3271
1 4064
1 1479
1 4943
1 5952
1 6667
1 202
1 2931
1 3009
1 831
3 1 3239 6747
2 1538 2239
1 669
1 1115
1 4443
1 3176
3 4823 4979 5789
1 2056
1 3804
1 135
1 2381
1 3830
3 1505 1716 2662
1 4404
1 5734
1 942
4 4779 4992 5110 5607
1 5890
1 1468
1 6509
2 1120 4622
1 403
1 6689
1 2046
1 3635
2 2807 4897
1 1820
1 2922
1 5448
1 5010
1 29
1 4845
1 5735
1 1991
1 4224
1 514
1 5763
1 6450
5 3677 6055 6180 6258 6598
1 1305
2 1317 2025
1 2516
1 484
1 4945
1 768
1 5358
1 2772
1 6652
2 4941 5862
1 4993
1 2533
1 1556
1 6168
3 3755 5107 5579
1 5149
2 430 2415
1 6535
1 1251
1 5007
1 3133
1 4295
1 4121
1 1395
1 405
1 3852
1 967
1 3538
1 4697
1 1180
1 1918
2 65 3482
1 583
1 6155
1 2130
11 291 799 964 1793 2140 2220 3185 3197 4237 4320 5156
1 6635
1 2047
2 1376 1388
2 1467 1847
1 4639
1 2101
1 1828
1 4829
1 604
1 1093
1 2820
1 329
1 3372
1 973
1 1745
1 4602
1 1049
2 672 2865
2 1744 4403
2 3933 4171
1 950
1 3577
1 1391
1 5476
1 6179
1 2260
1 64
1 2315
1 6791
3 310 3965 4004
1 5548
1 385
1 4112
1 3471
1 3828
1 1281
1 6039
1 4724
1 6716
1 1305
1 4589
1 802
1 5340
4 1967 2867 4227 6805
1 3421
1 1267
1 6454
1 279
2 2756 3682
1 4560
1 2893
1 6087
1 5004
1 4980
2 406 3617
1 5565
3 2750 2908 2984
1 1690
1 1674
1 885
1 4449
1 5542
1 5930
1 6632
1 4741
1 4540
1 725
1 3175
1 3990
1 3229
1 4298
3 1823 1852 2343
1 3228
1 6256
1 2925
1 3705
1 4335
1 4354
1 3101
1 37
1 4947
1 2311
1 1179
1 407
1 4583
1 3370
1 5586
1 2634
2 3328 3843
1 3542
1 5445
1 6830
2 1240 4196
1 6616
1 6758
1 5415
1 4643
1 2227
1 3129
1 1208
1 3788
1 4334
1 131
1 4975
1 6593
1 3214
1 3844
1 373
1 5262
1 3398
1 5627
1 1373
1 1630
1 4621
1 6124
1 5823
1 5757
4 278 3884 4346 5402
1 522
1 3509
9 588 1291 1914 1927 2067 4012 4083 4106 4489
1 5762
1 1154
1 1137
1 6366
1 3435
1 2508
1 6033
1 642
2 1320 2929
2 1182 5683
1 4
1 4226
1 1291
1 24
1 2285
1 560
1 2711
1 2531
1 6473
1 6450
1 3023
3 1014 1034 2339
1 5996
2 1390 2546
1 5395
1 4990
1 5265
1 2364
1 2873
1 5857
1 5774
3 1718 2092 3090
1 5750
1 3323
1 6039
1 986
3 4494 5799 6631
1 541
1 579
1 1468
1 2720
2 4514 6176
1 1972
1 6461
1 277
1 1205
1 5356
1 4050
1 1106
6 970 1563 2024 2660 3421 3923
1 2574
2 850 3340
1 6621
1 6576
1 5200
1 6282
1 1125
1 4360
1 6732
1 1843
1 816
1 2848
1 3331
1 4016
1 6500
1 1304
1 1159
