0	6	8176	6858	7954	5561	1133	6269	
1	3	7188	5603	17	
2	1	8259	
3	7	5599	2818	1672	1761	4944	765	5949	
4	1	223	
5	1	6855	
6	1	6429	
7	1	5954	
8	1	1897	
9	3	621	3523	2822	
10	1	6067	
11	1	4011	
12	1	4021	
13	3	6212	4242	3115	
14	1	6796	
15	2	4514	3107	
16	2	3855	2513	
17	2	9140	1363	
18	3	1406	2868	9091	
19	2	7264	1020	
20	1	7443	
21	2	3781	8677	
22	1	4218	
23	1	6064	
24	1	226	
25	1	7220	
26	1	5663	
27	5	3572	1004	2117	2001	8937	
28	1	1403	
29	3	1755	5249	47	
30	2	3743	4890	
31	1	3700	
32	2	3721	530	
33	1	8270	
34	2	7588	396	
35	1	3096	
36	1	1290	
37	1	171	
38	4	6025	2712	7999	6772	
39	1	4531	
40	1	7936	
41	1	7630	
42	1	5232	
43	1	2254	
44	1	2927	
45	2	5867	900	
46	1	4521	
47	1	2207	
48	1	5702	
49	1	8270	
50	1	2702	
51	1	867	
52	2	6645	2712	
53	2	8270	546	
54	1	3744	
55	1	9146	
56	2	2712	6318	
57	3	6798	4979	9012	
58	1	9350	
59	1	8281	
60	2	1002	8270	
61	1	628	
62	3	6443	9212	9157	
63	2	900	5142	
64	4	4921	4155	118	708	
65	3	7220	3317	87	
66	2	2784	6241	
67	1	8270	
68	1	9305	
69	1	628	
70	3	5376	6787	2712	
71	1	2941	
72	1	6399	
73	8	6190	1851	3531	295	7249	1238	2095	3118	
74	1	8270	
75	1	7773	
76	1	1058	
77	1	7430	
78	1	6459	
79	1	5506	
80	1	1288	
81	1	6385	
82	2	7589	807	
83	10	3302	8928	3358	964	4670	3102	6181	3991	507	6586	
84	1	1610	
85	4	679	1830	4381	8290	
86	1	2208	
87	3	1620	1440	9190	
88	1	1181	
89	3	5105	4946	1917	
90	1	900	
91	1	1051	
92	2	1183	6835	
93	3	8567	1811	5294	
94	1	3856	
95	2	8536	9089	
96	2	4257	867	
97	1	4087	
98	2	7604	321	
99	2	8129	2486	
100	1	1616	
101	1	3732	
102	1	4978	
103	1	7220	
104	2	819	8923	
105	1	4887	
106	3	2555	8362	7947	
107	1	8580	
108	1	4145	
109	1	3255	
110	1	9292	
111	2	8544	7961	
112	2	2527	6597	
113	1	1805	
114	1	4737	
115	2	7712	1825	
116	2	6895	5412	
117	2	6953	2143	
118	1	8698	
119	1	1153	
120	1	5030	
121	1	5234	
122	2	1948	4291	
123	1	2301	
124	1	9244	
125	1	1325	
126	2	1906	1444	
127	1	7220	
128	1	628	
129	1	5949	
130	1	1902	
131	4	194	2774	1461	1567	
132	1	5981	
133	1	6870	
134	2	4310	7605	
135	2	3992	26	
136	1	8270	
137	2	486	4906	
138	1	2076	
139	1	2338	
140	2	333	1245	
141	2	2569	4126	
142	1	8741	
143	1	7220	
144	1	4247	
145	1	4017	
146	1	1252	
147	1	1935	
148	1	7845	
149	3	1718	1333	3001	
150	1	2814	
151	1	7030	
152	4	3432	3348	607	5949	
153	2	3433	8586	
154	3	5213	9068	6905	
155	1	3813	
156	1	4177	
157	1	4764	
158	2	8846	4394	
159	2	4239	867	
160	3	6040	5894	900	
161	1	8270	
162	1	8270	
163	4	8047	431	1211	1550	
164	1	628	
165	1	6367	
166	2	7422	7285	
167	2	3331	3956	
168	1	7220	
169	1	6442	
170	1	9215	
171	1	5287	
172	1	8270	
173	1	6214	
174	7	4589	4100	1426	3448	1010	8086	6786	
175	1	4095	
176	3	867	6941	1121	
177	2	4303	8270	
178	1	289	
179	2	6192	1546	
180	1	2012	
181	1	7049	
182	1	1560	
183	2	1449	2121	
184	1	3693	
185	1	2553	
186	3	8266	5992	5387	
187	1	867	
188	2	4	711	
189	1	900	
190	1	4607	
191	1	7861	
192	2	4122	7690	
193	2	900	1698	
194	4	6511	4490	5168	5705	
195	1	8902	
196	3	3826	6113	6123	
197	5	6374	3472	2715	5830	2712	
198	1	2598	
199	1	1044	
200	1	8270	
201	1	3242	
202	4	13	5787	9217	3548	
203	1	1722	
204	1	923	
205	1	2712	
206	1	2527	
207	1	4978	
208	1	8385	
209	1	3128	
210	11	773	1647	3372	3089	5455	374	1532	3013	6282	2712	8317	
211	2	4070	379	
212	2	6843	1365	
213	1	911	
214	3	5677	5501	2712	
215	1	4999	
216	1	2843	
217	1	6440	
218	1	4741	
219	1	9267	
220	1	8247	
221	1	8270	
222	1	2176	
223	1	6046	
224	4	3581	1896	1899	5575	
225	1	6438	
226	1	4478	
227	2	5060	8270	
228	2	2336	5092	
229	4	1005	7362	4555	2527	
230	3	4646	4815	5345	
231	2	2624	628	
232	1	2651	
233	2	5503	8270	
234	1	472	
235	1	2222	
236	2	7627	2712	
237	1	1857	
238	2	8072	2712	
239	1	3589	
240	2	8270	900	
241	1	900	
242	3	996	4870	2691	
243	1	923	
244	3	6012	3298	8217	
245	2	4013	5617	
246	2	4607	8270	
247	2	2897	6594	
248	1	7541	
249	2	6757	3869	
250	1	867	
251	2	1610	867	
252	1	4978	
253	1	3856	
254	1	5048	
255	2	8722	900	
256	1	2370	
257	3	8955	9137	9077	
258	1	5472	
259	7	3240	3778	2109	3990	7627	913	8409	
260	1	1721	
261	4	6918	4553	5286	5905	
262	2	8669	4743	
263	2	8797	8950	
264	1	8270	
265	3	612	6561	2315	
266	10	9021	5203	1930	1269	8876	2729	5673	400	647	4415	
267	1	1164	
268	1	486	
269	1	3947	
270	2	4002	867	
271	2	3397	8270	
272	1	1496	
273	1	1425	
274	1	4000	
275	1	8270	
276	1	6516	
277	1	257	
278	3	209	4479	2527	
279	2	139	1297	
280	1	3993	
281	1	8270	
282	3	5186	3711	0	
283	5	6203	5307	3033	2790	5746	
284	2	2418	7015	
285	1	4354	
286	2	6229	6326	
287	1	2695	
288	3	8228	1429	2076	
289	1	7641	
290	1	8645	
291	1	91	
292	1	3920	
293	2	1795	2527	
294	2	4172	1074	
295	2	1447	8913	
296	1	4101	
297	1	3844	
298	10	1987	4868	6765	7891	4941	1855	6469	355	8679	7718	
299	1	7238	
300	2	3162	2915	
301	2	4978	6552	
302	6	7847	781	4229	310	2189	3343	
303	2	8004	7546	
304	4	4475	7206	6846	7854	
305	5	3180	8509	5372	9202	1312	
306	2	547	7938	
307	3	1011	6940	2250	
308	8	6565	3333	4345	1438	5347	681	7263	5668	
309	1	628	
310	2	121	1386	
311	1	8270	
312	1	1822	
313	2	2135	1715	
314	1	8658	
315	1	3479	
316	1	3193	
317	5	2216	9270	657	5730	7202	
318	1	1610	
319	1	4457	
320	1	8966	
321	3	663	1884	1271	
322	1	2909	
323	2	1965	613	
324	1	900	
325	1	9274	
326	1	2102	
327	1	8833	
328	5	3191	3591	3852	469	3834	
329	4	9143	2416	103	2431	
330	1	6450	
331	2	6312	5443	
332	2	5167	2712	
333	1	1087	
334	3	8912	8402	7941	
335	6	678	3125	725	6928	3201	5235	
336	1	3458	
337	1	2786	
338	1	3923	
339	1	4381	
340	3	5860	2270	2712	
341	2	7427	3382	
342	5	7966	1178	812	1418	6266	
343	2	5949	2413	
344	1	8471	
345	1	8270	
346	1	8270	
347	2	2210	1271	
348	2	5849	4546	
349	1	5135	
350	1	8158	
351	2	2113	2156	
352	2	8888	545	
353	3	2068	7019	784	
354	2	3699	7562	
355	1	2505	
356	1	5930	
357	1	6412	
358	2	3856	8270	
359	2	936	1540	
360	1	8270	
361	5	7877	1966	7064	1274	3057	
362	2	7558	4095	
363	1	1271	
364	1	2693	
365	1	3307	
366	1	3608	
367	2	7549	8933	
368	1	7147	
369	1	2505	
370	1	304	
371	1	8081	
372	1	3292	
373	5	1669	199	3899	5699	3806	
374	1	5639	
375	2	8645	8270	
376	1	4330	
377	1	2630	
378	2	2786	6507	
379	1	6756	
380	1	1130	
381	1	6173	
382	1	2597	
383	1	6925	
384	1	5470	
385	3	123	1580	3051	
386	2	5300	6042	
387	3	1647	4869	7697	
388	1	8071	
389	1	6513	
390	1	6417	
391	1	3233	
392	1	985	
393	3	1760	7135	876	
394	2	4848	8270	
395	1	4363	
396	1	7980	
397	3	5092	2983	8599	
398	2	6266	7764	
399	1	1765	
400	2	1285	6247	
401	3	8878	839	2015	
402	2	3606	5749	
403	18	2009	7864	6197	7215	7879	2886	1925	6974	5608	1264	5689	38	4692	3445	5290	5935	6401	2712	
404	1	8270	
405	5	4406	80	867	7788	7367	
406	1	146	
407	1	175	
408	1	5761	
409	2	8822	1973	
410	1	1169	
411	1	8270	
412	3	1148	9338	5379	
413	1	2590	
414	1	628	
415	2	581	9321	
416	2	4780	6668	
417	1	2167	
418	1	2293	
419	1	900	
420	1	2712	
421	1	1944	
422	4	9171	2541	1155	867	
423	3	6104	2883	3643	
424	2	6397	5068	
425	1	3076	
426	1	1593	
427	3	3091	7088	2712	
428	2	867	2489	
429	1	3063	
430	1	72	
431	1	7710	
432	3	4127	8281	5537	
433	1	8270	
434	1	7908	
435	1	7220	
436	1	3964	
437	1	8958	
438	1	900	
439	1	900	
440	1	6187	
441	1	8270	
442	1	7757	
443	1	2319	
444	2	491	7345	
445	2	867	4095	
446	3	1220	6406	7464	
447	1	3698	
448	2	5995	3969	
449	1	2712	
450	1	2059	
451	2	4931	3297	
452	1	8776	
453	1	2712	
454	1	8748	
455	1	4095	
456	2	5092	2712	
457	1	4811	
458	1	2308	
459	1	2447	
460	1	7716	
461	2	2630	1288	
462	10	6962	2546	7968	7223	7424	6654	8340	2717	2856	9096	
463	1	6159	
464	1	8270	
465	6	8200	3048	3796	1605	7381	8915	
466	3	3053	3601	2712	
467	1	900	
468	1	5013	
469	1	8270	
470	2	7738	888	
471	1	3686	
472	1	4978	
473	1	867	
474	2	1579	5186	
475	1	3735	
476	5	4324	4999	8314	7423	8541	
477	1	2581	
478	4	6266	1618	8746	3389	
479	1	3718	
480	1	3753	
481	1	1644	
482	1	6819	
483	1	3405	
484	4	59	1545	7140	796	
485	3	2803	3427	5725	
486	4	3557	3050	2380	7087	
487	2	6231	3758	
488	2	5339	4069	
489	2	7779	1573	
490	1	3335	
491	1	2712	
492	3	610	5215	6547	
493	5	9354	4184	7560	517	398	
494	1	7201	
495	2	999	6234	
496	1	2902	
497	1	302	
498	4	3469	3761	5658	732	
499	2	2527	7574	
500	1	3973	
501	1	1484	
502	1	8236	
503	1	2702	
504	1	5101	
505	1	7832	
506	1	8270	
507	1	1325	
508	1	749	
509	1	628	
510	1	2100	
511	1	6991	
512	1	7595	
513	1	7641	
514	1	52	
515	2	4978	3856	
516	2	4341	5542	
517	2	8325	1451	
518	2	4700	2527	
519	2	6479	8270	
520	1	8270	
521	1	8270	
522	1	210	
523	1	2835	
524	1	6367	
525	1	3725	
526	1	6709	
527	1	1610	
528	1	4305	
529	1	3156	
530	1	5880	
531	4	5722	7411	6959	7048	
532	1	446	
533	2	1089	3960	
534	1	3005	
535	1	6193	
536	1	1915	
537	1	1352	
